num_prefill_tokens,num_decode_tokens,num_total_tokens,pd_ratio
74,918,992,0.0806100217864923
290,905,1195,0.3204419889502762
1402,711,2113,1.9718706047819967
2497,918,3415,2.7200435729847494
41,950,991,0.0431578947368421
238,787,1025,0.3024142312579415
1045,742,1787,1.408355795148248
2053,855,2908,2.401169590643275
3026,311,3337,9.729903536977492
3455,390,3845,8.85897435897436
3901,572,4473,6.81993006993007
4500,433,4933,10.392609699769054
5346,363,5709,14.727272727272728
5733,290,6023,19.76896551724138
6139,894,7033,6.866890380313199
7104,871,7975,8.156142365097589
308,386,694,0.7979274611398963
697,430,1127,1.6209302325581396
1130,427,1557,2.646370023419204
1560,79,1639,19.746835443037973
206,733,939,0.2810368349249659
944,476,1420,1.9831932773109244
1435,244,1679,5.881147540983607
1693,222,1915,7.626126126126126
1924,288,2212,6.680555555555555
2222,204,2426,10.892156862745098
2436,238,2674,10.235294117647058
2689,510,3199,5.272549019607843
21,368,389,0.0570652173913043
447,917,1364,0.4874591057797164
56,573,629,0.0977312390924956
639,314,953,2.035031847133758
111,641,752,0.1731669266770671
488,919,1407,0.5310119695321001
1428,841,2269,1.6979785969084424
78,788,866,0.098984771573604
3189,151,3340,21.119205298013245
3388,132,3520,25.666666666666668
3534,97,3631,36.43298969072165
4754,387,5141,12.28423772609819
5161,475,5636,10.865263157894736
5655,540,6195,10.47222222222222
6236,587,6823,10.62350936967632
109,428,537,0.2546728971962617
588,549,1137,1.0710382513661203
1261,558,1819,2.259856630824373
40,820,860,0.048780487804878
170,521,691,0.3262955854126679
739,364,1103,2.03021978021978
165,670,835,0.2462686567164179
299,621,920,0.4814814814814814
956,234,1190,4.085470085470085
1211,230,1441,5.265217391304348
1529,304,1833,5.029605263157895
1980,330,2310,6.0
2346,181,2527,12.96132596685083
2859,362,3221,7.897790055248619
3250,377,3627,8.620689655172415
3655,323,3978,11.31578947368421
4061,322,4383,12.611801242236025
160,431,591,0.37122969837587
620,339,959,1.8289085545722716
1165,75,1240,15.533333333333331
79,577,656,0.1369150779896014
685,364,1049,1.881868131868132
1061,561,1622,1.8912655971479504
2165,970,3135,2.231958762886598
3271,966,4237,3.386128364389234
86,694,780,0.1239193083573487
848,9,857,94.22222222222224
876,6,882,146.0
959,435,1394,2.2045977011494253
1413,463,1876,3.0518358531317493
1964,401,2365,4.897755610972569
2450,393,2843,6.234096692111959
2928,289,3217,10.131487889273355
3302,515,3817,6.411650485436893
3855,464,4319,8.308189655172415
4404,592,4996,7.439189189189189
5081,406,5487,12.514778325123151
5502,326,5828,16.87730061349693
6007,670,6677,8.965671641791046
6772,771,7543,8.783398184176395
10,405,415,0.0246913580246913
426,504,930,0.8452380952380952
943,477,1420,1.9769392033542976
1431,547,1978,2.616087751371116
5410,311,5721,17.39549839228296
50,851,901,0.0587544065804935
